"passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"Italy","380","ITA","IT",60,"Marco","","Verratti","3767","1992-11-05",165,"MD","MID","Midfielder","Italy","380","ITA","IT",21383,"right","M. Verratti","null"
"Italy","380","ITA","IT",85,"Ciro","","Immobile","3162","1990-02-20",181,"FW","FWD","Forward","Italy","380","ITA","IT",21384,"right","C. Immobile","3757"
"Italy","380","ITA","IT",59,"Lorenzo","","Insigne","3187","1991-06-04",163,"FW","FWD","Forward","Italy","380","ITA","IT",21385,"right","L. Insigne","3757"
"Italy","380","ITA","IT",75,"Alberto","","Brignoli","3219","1991-08-19",188,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21415,"left","A. Brignoli","null"
"Belgium","56","BEL","BE",78,"Orel","","Mangala","2445","1998-03-18",180,"MD","MID","Midfielder","Belgium","56","BEL","BE",349099,"right","O. Mangala","null"
"Belgium","56","BEL","BE",72,"Stephane","","Omeonga","3193","1996-03-27",177,"MD","MID","Midfielder","Belgium","56","BEL","BE",349102,"right","S. Omeonga","5635"
"Togo","764","TGO","TG",72,"Djen\u00e9","","Dakonam Ortega","698","1991-12-31",187,"DF","DEF","Defender","Togo","764","TGO","TG",250805,"right","Djen\u00e9","18374"
"Italy","380","ITA","IT",75,"Roberto","","Inglese","3165","1991-11-12",187,"FW","FWD","Forward","Italy","380","ITA","IT",21438,"right","R. Inglese","null"
"Netherlands","528","NLD","NL",81,"Justin","","Hoogma","2482","1998-06-11",190,"DF","DEF","Defender","Netherlands","528","NLD","NL",414667,"left","J. Hoogma","670"
"Italy","380","ITA","IT",74,"Mattia","","Perin","3193","1992-11-10",188,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21468,"right","M. Perin","3757"
"Italy","380","ITA","IT",82,"Giulio","","Donati","2460","1990-02-05",178,"DF","DEF","Defender","Italy","380","ITA","IT",21469,"right","G. Donati","null"
"Italy","380","ITA","IT",83,"Alex","","Cordaz","3197","1983-01-01",188,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21494,"right","A. Cordaz","null"
"Italy","380","ITA","IT",70,"Daniele","","Baselli","3185","1992-02-12",182,"MD","MID","Midfielder","Italy","380","ITA","IT",21507,"right","D. Baselli","3757"
"Spain","724","ESP","ES",77,"Santiago","","Mina Lorenzo","674","1995-12-07",181,"FW","FWD","Forward","Spain","724","ESP","ES",250885,"right","Santi Mina","null"
"Italy","380","ITA","IT",74,"Eros","","Schiavon","3204","1983-04-24",178,"MD","MID","Midfielder","Italy","380","ITA","IT",21517,"right","E. Schiavon","null"
"Spain","724","ESP","ES",0,"Hugo","","Duro Perales","698","1999-11-10",0,"FW","FWD","Forward","Spain","724","ESP","ES",545811,"left","Hugo Duro","null"
"Italy","380","ITA","IT",75,"Federico","","Ceccherini","3197","1992-05-11",187,"DF","DEF","Defender","Italy","380","ITA","IT",21528,"right","F. Ceccherini","null"
"Brazil","76","BRA","BR",75,"Gabriel Mois\u00e9s","","Antunes da Silva","3782","1991-05-13",179,"DF","DEF","Defender","Brazil","76","BRA","BR",21550,"left","Gabriel Silva","null"
"Serbia","688","SRB","RS",80,"Ivan","","Radovanovi\u0107","3165","1988-08-29",186,"MD","MID","Midfielder","Serbia","688","SRB","RS",21564,"right","I. Radovanovi\u0107","null"
"Italy","380","ITA","IT",80,"Marco","","Silvestri","3194","1991-03-02",191,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21573,"right","M. Silvestri","null"
"Italy","380","ITA","IT",63,"Federico","","Ricci","3197","1994-05-27",175,"FW","FWD","Forward","Italy","380","ITA","IT",250956,"left","F. Ricci","null"
"Italy","380","ITA","IT",81,"Fabrizio","","Cacciatore","3165","1986-10-08",182,"DF","DEF","Defender","Italy","380","ITA","IT",21607,"right","F. Cacciatore","null"
"Norway","578","NOR","NO",77,"Ole Kristian","","Seln\u00e6s","3782","1994-07-07",187,"MD","MID","Midfielder","Norway","578","NOR","NO",54380,"left","O. Seln\u00e6s","7336"
"Slovenia","705","SVN","SI",88,"Jasmin","","Kurti\u010d","3204","1989-01-10",186,"MD","MID","Midfielder","Slovenia","705","SVN","SI",21620,"right","J. Kurti\u010d","12046"
"Egypt","818","EGY","EG",76,"Mahmoud Abdul Monem","","Abdelhamid Soliman","16469","1994-04-13",182,"MD","MID","Midfielder","Egypt","818","EGY","EG",119932,"right","Mahmoud Kahraba","16129"
"Italy","380","ITA","IT",80,"Eugenio","","Lamanna","3193","1989-08-07",186,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21636,"right","E. Lamanna","null"
"Italy","380","ITA","IT",83,"Luca","","Ceppitelli","3173","1989-08-11",186,"DF","DEF","Defender","Italy","380","ITA","IT",21639,"right","L. Ceppitelli","null"
"Egypt","818","EGY","EG",83,"Ahmed","","Hegazy","1627","1991-01-25",193,"DF","DEF","Defender","Egypt","818","EGY","EG",119951,"right","Ahmed Hegazy","16129"
"Romania","642","ROU","RO",66,"Adrian Marius","","Stoian","3197","1991-02-11",178,"FW","FWD","Forward","Romania","642","ROU","RO",21655,"right","A. Stoian","null"
"Italy","380","ITA","IT",78,"Lorenzo","","Del Pinto","3219","1990-06-17",180,"MD","MID","Midfielder","Italy","380","ITA","IT",21678,"right","L. Del Pinto","null"
"Italy","380","ITA","IT",79,"Filippo","","Romagna","3173","1997-05-26",186,"DF","DEF","Defender","Italy","380","ITA","IT",283832,"right","F. Romagna","3763"
"Iceland","352","ISL","IS",81,"Bj\u00f6rn","","Bergmann Sigur\u00f0arson","13897","1991-02-26",186,"FW","FWD","Forward","Iceland","352","ISL","IS",54495,"right","B. Sigur\u00f0arson","7839"
"Norway","578","NOR","NO",82,"Rune ","","Almenning Jarstein","2457","1984-09-29",190,"GK","GKP","Goalkeeper","Norway","578","NOR","NO",54579,"right","R. Jarstein","7336"
"Italy","380","ITA","IT",69,"Federico","","Chiesa","3176","1997-10-25",175,"MD","MID","Midfielder","Italy","380","ITA","IT",447804,"right","F. Chiesa","3757"
"Morocco","504","MAR","MA",73,"Youssef","","En-Nesyri","712","1997-06-01",189,"FW","FWD","Forward","Morocco","504","MAR","MA",447821,"left","Y. En-Nesyri","16216"
"Italy","380","ITA","IT",80,"Andrea","","Seculin","3165","1990-07-14",190,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21840,"right","A. Seculin","null"
"Italy","380","ITA","IT",78,"Cristiano","","Biraghi","3176","1992-09-01",183,"DF","DEF","Defender","Italy","380","ITA","IT",21842,"left","C. Biraghi","null"
"Italy","380","ITA","IT",75,"Diego","","Falcinelli","3176","1991-06-20",185,"FW","FWD","Forward","Italy","380","ITA","IT",21861,"left","D. Falcinelli","null"
"Italy","380","ITA","IT",65,"Marco","","Sau","3173","1987-11-03",169,"FW","FWD","Forward","Italy","380","ITA","IT",21865,"right","M. Sau","null"
"Italy","380","ITA","IT",77,"Luca","","Antei","3219","1992-04-19",188,"DF","DEF","Defender","Italy","380","ITA","IT",21872,"right","L. Antei","null"
"Spain","724","ESP","ES",66,"Sergio","","Gont\u00e1n Gallardo","683","1991-12-27",172,"MD","MID","Midfielder","Spain","724","ESP","ES",21894,"right","Keko","null"
"Italy","380","ITA","IT",85,"Marco","","Festa","3197","1992-06-06",190,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21900,"right","M. Festa","null"
"Egypt","818","EGY","EG",80,"Marwan","","Mohsen","16041","1989-02-26",184,"FW","FWD","Forward","Egypt","818","EGY","EG",120225,"right","Marwan Mohsen","16129"
"Colombia","170","COL","CO",80,"Camilo Andr\u00e9s","","Vargas Gil","12394","1989-03-09",185,"GK","GKP","Goalkeeper","Colombia","170","COL","CO",91039,"right","C. Vargas","12430"
"Italy","380","ITA","IT",73,"Niccol\u00f2","","Giannetti","3173","1991-05-12",181,"FW","FWD","Forward","Italy","380","ITA","IT",21959,"right","N. Giannetti","null"
"Spain","724","ESP","ES",72,"Jos\u00e9 Manuel","","Garc\u00eda Naranjo","712","1994-07-28",182,"FW","FWD","Forward","Spain","724","ESP","ES",265807,"right","Jos\u00e9 Naranjo","null"
"Russia","643","RUS","RU",80,"Andrey","","Lunev","13885","1991-11-13",189,"GK","GKP","Goalkeeper","Russia","643","RUS","RU",101971,"right","A. Lunev","14358"
"Korea Republic","410","KOR","KR",70,"Hee-Chan","","Hwang","8743","1996-01-26",177,"FW","FWD","Forward","Korea Republic","410","KOR","KR",349687,"right","Hwang Hee-Chan","14855"
"Bulgaria","100","BGR","BG",88,"Andrey","","Galabinov","3193","1988-11-27",190,"FW","FWD","Forward","Bulgaria","100","BGR","BG",22020,"right","A. Galabinov","9400"
"Germany","276","DEU","DE",71,"Christian","","Fr\u00fcchtl","2444","2000-01-28",193,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",396887,"left","C. Fr\u00fcchtl","null"
"Egypt","818","EGY","EG",70,"Mohamed Naser","","Elsayed Elneny","1609","1992-07-11",180,"MD","MID","Midfielder","Egypt","818","EGY","EG",120339,"right","Mohamed Elneny","16129"
"Spain","724","ESP","ES",74,"Markel","","Bergara Larra\u00f1aga","698","1986-05-05",180,"MD","MID","Midfielder","Spain","724","ESP","ES",3674,"right","Markel Bergara","null"
"Egypt","818","EGY","EG",72,"Mohamed ","","Salah Ghaly","1612","1992-06-15",175,"FW","FWD","Forward","Egypt","818","EGY","EG",120353,"left","Mohamed Salah","16129"
"Italy","380","ITA","IT",83,"Francesco","","Rossi","3172","1991-04-27",193,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",22053,"right","F. Rossi","null"
"Senegal","686","SEN","SN",82,"Papiss Mison","","Djilobodji","3804","1988-12-01",193,"DF","DEF","Defender","Senegal","686","SEN","SN",25524,"left","P. Djilobodji","null"
"Italy","380","ITA","IT",96,"Antonio","","Donnarumma","3157","1990-07-07",192,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",22085,"right","A. Donnarumma","null"
"Italy","380","ITA","IT",83,"Antonio Aldo","","Caracciolo","3194","1990-06-30",185,"DF","DEF","Defender","Italy","380","ITA","IT",22093,"right","A. Caracciolo","null"
"Senegal","686","SEN","SN",68,"Isma\u00efla","","Sarr","3774","1998-02-25",178,"MD","MID","Midfielder","Senegal","686","SEN","SN",448079,"right","I. Sarr","19314"
"Liechtenstein","438","LIE","LI",71,"Marcel","","B\u00fcchel","3194","1991-03-18",175,"MD","MID","Midfielder","Austria","40","AUT","AT",22099,"left","M. B\u00fcchel","null"
"Portugal","620","PRT","PT",67,"M\u00e1rio Rui","","Silva Duarte","3187","1991-05-27",170,"DF","DEF","Defender","Portugal","620","PRT","PT",22107,"left","M\u00e1rio Rui","9905"
"Italy","380","ITA","IT",70,"Nicholas","","Pierini","3315","1998-08-06",180,"FW","FWD","Forward","Italy","380","ITA","IT",415348,"right","N. Pierini","null"
"Italy","380","ITA","IT",74,"Pietro","","Iemmello","3219","1992-03-06",179,"FW","FWD","Forward","Italy","380","ITA","IT",22135,"right","P. Iemmello","null"
"Ghana","288","GHA","GH",73,"Isaac","","Cofie","3193","1991-09-20",180,"MD","MID","Midfielder","Ghana","288","GHA","GH",22158,"right","I. Cofie","null"
"Italy","380","ITA","IT",79,"Francesco","","Magnanelli","3315","1984-11-12",181,"MD","MID","Midfielder","Italy","380","ITA","IT",22162,"right","F. Magnanelli","null"
"Italy","380","ITA","IT",77,"Simone","","Missiroli","3315","1986-05-23",191,"MD","MID","Midfielder","Italy","380","ITA","IT",22163,"right","S. Missiroli","null"
"Croatia","191","HRV","HR",73,"Marko","","Rog ","3187","1995-07-19",180,"MD","MID","Midfielder","Croatia","191","HRV","HR",284315,"right","M. Rog","null"
"Italy","380","ITA","IT",78,"Bruno","","Martella","3197","1992-08-14",184,"DF","DEF","Defender","Italy","380","ITA","IT",22185,"left","B. Martella","null"
"Italy","380","ITA","IT",84,"Simone","","Zaza","674","1991-06-25",186,"FW","FWD","Forward","Italy","380","ITA","IT",22202,"left","S. Zaza","3757"
"Italy","380","ITA","IT",82,"Gianmarco","","Ferrari","3164","1992-02-15",189,"DF","DEF","Defender","Italy","380","ITA","IT",22270,"left","G. Ferrari","null"
"Slovakia","703","SVK","SK",74,"Ondrej","","Duda","2457","1994-12-05",181,"MD","MID","Midfielder","Slovakia","703","SVK","SK",218896,"right","O. Duda","14496"
"Albania","8","ALB","AL",71,"Ledian","","Memushaj","3219","1986-12-07",175,"MD","MID","Midfielder","Albania","8","ALB","AL",22323,"right","L. Memushaj","8731"
"Croatia","191","HRV","HR",70,"Josip","","Brekalo","2451","1998-06-23",175,"MD","MID","Midfielder","Croatia","191","HRV","HR",284469,"right","J. Brekalo","9604"
"Morocco","504","MAR","MA",80,"Yassine","","Bounou","756","1991-04-05",192,"GK","GKP","Goalkeeper","Canada","124","CAN","CA",120631,"left","Y. Bounou","16216"
"Turkey","792","TUR","TR",66,"Cengiz","","\u00dcnder","3158","1997-07-14",173,"FW","FWD","Forward","Turkey","792","TUR","TR",350032,"left","C. \u00dcnder","4687"
"Italy","380","ITA","IT",78,"Achraf","","Lazaar","3219","1992-01-22",184,"DF","DEF","Defender","Morocco","504","MAR","MA",218971,"left","A. Lazaar","null"
"Italy","380","ITA","IT",75,"Andrea","","Tozzo","3164","1992-08-30",192,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",218982,"left","A. Tozzo","null"
"Senegal","686","SEN","SN",70,"Ibrahima","","M'baye","3166","1994-11-19",188,"DF","DEF","Defender","Senegal","686","SEN","SN",22377,"right","I. M'baye","null"
"Germany","276","DEU","DE",77,"Jannes-Kilian","","Horn","2463","1997-02-06",186,"DF","DEF","Defender","Germany","276","DEU","DE",284524,"left","J. Horn","3155"
"Italy","380","ITA","IT",75,"Daniel","","Bessa","3193","1993-01-14",178,"MD","MID","Midfielder","Brazil","76","BRA","BR",22381,"right","Daniel Bessa","null"
"Italy","380","ITA","IT",78,"Joseph Alfred","","Duncan","3315","1993-03-10",178,"MD","MID","Midfielder","Ghana","288","GHA","GH",22383,"left","A. Duncan","null"
"Tunisia","788","TUN","TN",79,"Oussama","","Haddadi","3804","1992-01-28",184,"DF","DEF","Defender","Tunisia","788","TUN","TN",120717,"left","O. Haddadi","16276"
"Brazil","76","BRA","BR",66,"Ailton","","Ferreira Silva","9623","1995-03-16",181,"DF","DEF","Defender","Brazil","76","BRA","BR",284580,"left","Ailton","null"
"France","250","FRA","FR",93,"St\u00e9phane","","Ruffier","3782","1986-09-27",188,"GK","GKP","Goalkeeper","France","250","FRA","FR",25845,"right","S. Ruffier","null"
"Tunisia","788","TUN","TN",75,"Ferjani","","Sassi","16054","1992-03-18",177,"MD","MID","Midfielder","Tunisia","788","TUN","TN",120853,"right","F. Sassi","16276"
"Slovenia","705","SVN","SI",84,"Vid","","Belec","3164","1990-06-06",192,"GK","GKP","Goalkeeper","Slovenia","705","SVN","SI",22552,"right","V. Belec","12046"
"France","250","FRA","FR",75,"Francesco","","Migliore","3193","1988-04-17",173,"DF","DEF","Defender","Italy","380","ITA","IT",22559,"left","F. Migliore","null"
"Italy","380","ITA","IT",78,"Pietro","","Pellegri","19830","2001-03-17",188,"FW","FWD","Forward","Italy","380","ITA","IT",481329,"right","P. Pellegri","null"
"Italy","380","ITA","IT",68,"Nicola","","Sansone","682","1991-09-10",175,"FW","FWD","Forward","Germany","276","DEU","DE",22578,"right","N. Sansone","null"
"Italy","380","ITA","IT",74,"Fabio","","Depaoli","3165","1997-04-24",182,"MD","MID","Midfielder","Italy","380","ITA","IT",415809,"right","F. Depaoli","3763"
"Italy","380","ITA","IT",80,"Fabio","","Lucioni","3219","1987-09-25",185,"DF","DEF","Defender","Italy","380","ITA","IT",22614,"right","F. Lucioni","null"
"Russia","643","RUS","RU",87,"Oleg","","Ivanov","13898","1986-08-04",192,"MD","MID","Midfielder","Russia","643","RUS","RU",102083,"right","O. Ivanov","null"
"Italy","380","ITA","IT",79,"Gabriele","","Angella","3163","1989-04-28",189,"DF","DEF","Defender","Italy","380","ITA","IT",22677,"right","G. Angella","null"
"Italy","380","ITA","IT",76,"Benito Nicolas","","Viola","3219","1989-10-12",180,"MD","MID","Midfielder","Italy","380","ITA","IT",22695,"left","N. Viola","null"
"Italy","380","ITA","IT",78,"Antonino","","Ragusa","3315","1990-03-27",183,"FW","FWD","Forward","Italy","380","ITA","IT",22699,"right","A. Ragusa","null"
"Italy","380","ITA","IT",77,"Fabio","","Pisacane","3173","1986-01-28",178,"DF","DEF","Defender","Italy","380","ITA","IT",22732,"right","F. Pisacane","null"
"France","250","FRA","FR",71,"Adama","","Niane","3795","1993-06-16",181,"FW","FWD","Forward","Mali","466","MLI","ML",219350,"right","A. Niane","19001"
"Denmark","208","DNK","DK",90,"Joachim","","Andersen","3164","1996-05-31",190,"DF","DEF","Defender","Denmark","208","DNK","DK",145787,"right","J. Andersen","7719"
"Spain","724","ESP","ES",72,"V\u00edctor","","S\u00e1nchez Mata","691","1987-09-08",174,"MD","MID","Midfielder","Spain","724","ESP","ES",3797,"right","V\u00edctor S\u00e1nchez","null"
"Italy","380","ITA","IT",75,"Luigi","","Sepe","3187","1991-05-08",185,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",22817,"left","L. Sepe","null"
"France","250","FRA","FR",90,"Dan-Axel","","Zagadou","2447","1999-06-03",196,"DF","DEF","Defender","France","250","FRA","FR",397028,"left","D. Zagadou","null"
"Italy","380","ITA","IT",76,"Armando","","Izzo","3193","1992-03-02",183,"DF","DEF","Defender","Italy","380","ITA","IT",22883,"right","A. Izzo","null"
"France","250","FRA","FR",75,"Stanley","","Nsoki","3767","1999-04-09",185,"DF","DEF","Defender","France","250","FRA","FR",397030,"left","S. Nsoki","null"
"Italy","380","ITA","IT",78,"Leonardo","","Pavoletti","3173","1988-11-26",188,"FW","FWD","Forward","Italy","380","ITA","IT",22933,"right","L. Pavoletti","null"
"Switzerland","756","CHE","CH",80,"Anthony","","Racioppi","3766","1998-12-31",186,"GK","GKP","Goalkeeper","Switzerland","756","CHE","CH",397039,"right","A. Racioppi","null"
"C\u00f4te d'Ivoire","384","CIV","CI",76,"Franck Yannick","","Kessi\u00e9","3157","1996-12-19",183,"MD","MID","Midfielder","C\u00f4te d'Ivoire","384","CIV","CI",285109,"right","F. Kessi\u00e9","null"
"Spain","724","ESP","ES",84,"Ra\u00fal","","Rodr\u00edguez Navas","687","1988-05-11",186,"DF","DEF","Defender","Spain","724","ESP","ES",3828,"right","Ra\u00fal Navas","null"
"Brazil","76","BRA","BR",73,"Nathan Allan","","de Souza","5653","1996-03-13",177,"MD","MID","Midfielder","Brazil","76","BRA","BR",285139,"right","Nathan","null"
"France","250","FRA","FR",79,"Gregoire ","","Defrel","3158","1991-06-17",180,"FW","FWD","Forward","France","250","FRA","FR",23149,"left","G. Defrel","null"
"Finland","246","FIN","FI",80,"Luk\u00e1\u0161","","Hr\u00e1deck\u00fd","2462","1989-11-24",190,"GK","GKP","Goalkeeper","Slovakia","703","SVK","SK",55951,"right","L. Hradecky","4849"
"Guyana","328","GUY","GY",77,"Martin","","Braithwaite","1620","1991-06-05",177,"FW","FWD","Forward","Denmark","208","DNK","DK",55968,"right","M. Braithwaite","7712"
"Costa Rica","188","CRI","CR",67,"Cristian","","Gamboa Luna","8508","1989-10-24",175,"DF","DEF","Defender","Costa Rica","188","CRI","CR",55977,"right","C. Gamboa","16871"
"Denmark","208","DNK","DK",79,"Mathias","","Jattah-Njie J\u00f8rgensen","1673","1990-04-23",191,"DF","DEF","Defender","Denmark","208","DNK","DK",55979,"right","M. J\u00f8rgensen","7712"
"Croatia","191","HRV","HR",88,"Bruno","","Petkovi\u0107","3194","1994-09-16",192,"FW","FWD","Forward","Croatia","191","HRV","HR",252589,"right","B. Petkovi\u0107","null"
"Costa Rica","188","CRI","CR",65,"Bryan","","Oviedo","1632","1990-02-18",172,"DF","DEF","Defender","Costa Rica","188","CRI","CR",55982,"left","B. Oviedo","16871"
"United States","840","USA","US",71,"Thomas","","Delaney","2447","1991-09-03",182,"MD","MID","Midfielder","Denmark","208","DNK","DK",55990,"left","T. Delaney","7712"
"France","250","FRA","FR",81,"Nolan","","Roux","3777","1988-03-01",182,"FW","FWD","Forward","France","250","FRA","FR",25716,"right","N. Roux","null"
"Albania","8","ALB","AL",68,"Riza","","Durmisi","684","1994-01-08",168,"DF","DEF","Defender","Denmark","208","DNK","DK",56009,"left","R. Durmisi","null"
"Spain","724","ESP","ES",83,"Borja","","Gonz\u00e1lez Tom\u00e1s","683","1992-08-25",186,"FW","FWD","Forward","Spain","724","ESP","ES",3875,"right","Borja Bast\u00f3n","null"
